station_code,lon,lat
S350716,0,0
S350717,0,0
S350718,0,0
S350801,0,0
S350802,0,0
S350803,0,0
S350804,0,0
S350805,0,0
S350806,0,0
S350807,0,0
S350808,0,0
S350809,0,0
S350810,0,0
S350811,0,0
S350812,0,0
S350901,0,0
S350902,0,0
S350903,0,0
S350904,0,0
S350905,0,0
S350906,0,0
S350907,0,0
S350908,0,0
S350909,0,0
S350910,0,0
S350911,0,0
S350912,0,0
S350913,0,0
S350914,0,0
S350915,0,0
S350916,0,0
S351601,0,0
S351602,0,0
S350617,0,0
S510807,105.229444,32.574166
G511907,106.760247,31.844538
G511908,106.760247,31.844538
G230113,126.646,45.7258
G140110,112.434,38.0108
S340703,0,0
S410726,113.7869444,35.47722222
S411419,115.3283333,34.45888889
S500054,106.2375,29.553
S350302,0,0
S500055,106.2375,29.553
G620106,103.631,36.1031
S410727,113.783608,35.451434
G131104,115.69,37.739
G360409,116.017444,29.653472
S350421,0,0
S141001,0,0
G341304,116.9677,33.6284
G321306,118.321,33.951
G321307,0,0
G321308,0,0
S520102,106.10611,26.56722
S520301,107.89556,28.56611
S522701,107.37056,26.37583
S522702,107.23861,26.58139
S522703,107.54139,25.82556
S522704,107.31958,25.82397
S522601,108.08833,26.39917
S520501,105.60222,27.1475
S522301,105.44306,25.09722
S522602,108.4175,27.04861
S522603,108.12194,27.03361
S522604,109.19528,26.67889
S522605,108.51583,25.93056
S522606,108.81778,27.23861
S522607,108.12194,27.03361
S522608,108.81778,27.23861
S520302,107.71833,27.96
S522609,109.20333,26.91222
S520601,108.2175,27.50111
S522610,109.13361,26.23333
S522611,108.67583,26.96556
S522302,105.18306,25.4375
S522612,107.89139,26.90611
S520602,108.83444,27.7125
S522303,105.21611,25.835
S522304,105.81806,24.98306
S522613,108.91083,25.75583
S520603,109.20806,27.78056
S522305,104.90611,25.03806
S522306,105.63694,25.3875
S520401,105.61278,25.94917
S520303,105.71861,28.59083
S520604,109.19889,28.15694
S520304,107.43333,28.53583
S522307,104.945,25.78722
S520305,106.28944,27.72083
S522308,104.92694,25.12028
S520402,105.73917,26.30556
S522705,107.88056,25.41333
S520605,108.49917,28.5675
S520306,107.47528,27.77
S520606,109.17722,27.67
S520307,107.60778,28.54972
S520502,104.28083,26.86333
S520503,104.72778,27.11778
S522309,106.09639,25.17167
S520308,107.58722,28.29806
S520504,106.02833,27.02806
S520103,106.72194,27.10444
S520607,108.91167,27.245
S520403,106.25278,26.40972
S520608,108.39222,28.00194
S522706,107.85694,25.97417
S520104,106.6225,26.67778
S520404,105.76111,26.045
S520405,106.07806,25.75722
S522707,106.98833,26.45222
S520105,106.46667,26.8
S520201,105.47694,26.21306
S522708,106.43722,26.02444
S520505,105.76889,26.67028
S520506,105.27583,27.28778
S520309,106.82139,28.13722
S522614,108.01194,26.60944
S520507,105.61028,27.15
S520508,106.36806,27.7725
S520106,106.47278,26.55972
S522709,107.51694,26.26694
S520310,106.43333,27.95
S520509,105.28972,27.28778
S520311,107.85333,27.22139
S520312,106.37139,27.85472
S522710,106.65806,26.1425
S520202,104.95694,26.54194
S520107,106.55,26.95
S522711,107.5175,26.29778
S522615,107.96861,26.60083
S520510,106.15028,27.15083
S520609,108.24889,27.94917
S520406,105.66694,26.05806
S520511,105.77528,26.77528
S520610,108.11444,28.26222
S522712,107.475,27.08278
S522616,108.31167,26.17194
S522617,107.57806,26.49472
S520108,106.66417,26.65417
S520109,106.16611,27.06111
S520110,106.98389,27.05444
S522713,107.51278,26.69667
S520313,106.185,28.33333
S520314,107.18694,27.95694
S522714,106.74583,25.33889
S510403,102.108888,26.892777
S370225,120.48803,36.093253
G321306,118.321,33.951
G321007,119.4391667,32.40333333
S520111,106.42667,26.55278
G421004,0,0
G360906,114.3806,27.8014
S350422,0,0
S350618,0,0
